,SUBS_ID,DATE_CALC,TARIFF_ID,CHARGE,SUPPORT_4G,SUPPORT_3G,LTE_TRAFF_FLAG,SMS_IN_CNT,SMS_OUT_CNT,CALLS_IN_CNT,CALLS_OUT_CNT,LIFE_TIME,DURATION_IN_MIN,DURATION_OUT_MIN,DATA_TRAFFIC_MB,SESSIONS_CNT,RECHARGE,RECHARGE_CNT,Выборка,tariff_changed
1750,49955,2019-08-01,135.0,654.0,1,1,1.0,77,3,94,129,5246.0,197,346.62,4671.84,1312,600.0,2,1,0
1751,49955,2019-09-01,135.0,380.0,1,1,1.0,126,4,105,94,5276.0,158,140.13,5820.1,1987,810.0,3,1,0
1752,50244,2019-07-01,300.0,45.6,1,1,0.0,58,0,6,19,5215.0,13,58.85,0.0,0,0.0,0,1,0
1753,50244,2019-08-01,300.0,41.4,1,1,0.0,61,0,19,24,5246.0,34,72.13,0.0,0,0.0,0,1,0
1754,50244,2019-09-01,300.0,43.2,1,1,0.0,50,1,12,23,5276.0,47,54.8,0.0,0,100.0,1,1,0
1755,50452,2019-07-01,260.0,35.07,0,0,0.0,71,0,14,12,5216.0,41,14.2,0.0,0,0.0,0,1,0
1756,50452,2019-08-01,260.0,86.51,0,0,0.0,65,0,17,18,5247.0,49,57.07,0.0,0,0.0,0,1,0
1757,50452,2019-09-01,260.0,110.31,0,0,0.0,61,0,7,7,5277.0,24,69.58,0.0,0,200.0,1,1,0
1758,51071,2019-07-01,548.0,316.0,1,1,1.0,102,12,148,230,5214.0,186,497.33,4836.46,5582,300.0,1,1,0
1759,51071,2019-08-01,548.0,314.0,1,1,1.0,97,8,142,204,5245.0,150,525.1,4708.98,4796,300.0,1,1,0
1760,51071,2019-09-01,548.0,312.0,1,1,1.0,52,11,126,178,5275.0,136,400.72,4324.87,4070,300.0,1,1,0
1761,51839,2019-07-01,135.0,457.5,1,1,0.0,100,171,181,234,5215.0,248,558.57,0.0,0,500.0,1,1,0
1762,51839,2019-08-01,135.0,831.1,1,1,0.0,92,163,120,232,5246.0,270,547.23,0.0,0,800.0,2,1,0
1763,51839,2019-09-01,135.0,502.5,1,1,0.0,168,221,156,249,5276.0,304,466.42,0.0,0,500.0,1,1,0
1764,51890,2019-07-01,130.0,129.99,1,1,1.0,122,0,66,109,5218.0,483,282.0,568.0,993,100.0,1,1,0
1765,51890,2019-08-01,130.0,138.59,1,1,1.0,134,2,93,164,5249.0,607,609.22,430.52,658,510.0,2,1,0
1766,51890,2019-09-01,130.0,175.29,1,1,1.0,188,7,69,129,5279.0,407,600.27,877.2,1038,0.0,0,1,0
1767,52114,2019-07-01,300.0,217.8,0,0,0.0,24,0,46,113,5216.0,83,262.9,0.0,0,0.0,0,1,0
1768,52114,2019-08-01,300.0,333.0,0,0,0.0,24,0,51,150,5247.0,56,375.72,0.0,0,531.0,2,1,0
1769,52114,2019-09-01,300.0,162.0,0,0,0.0,10,0,39,84,5277.0,78,208.33,0.0,0,0.0,0,1,0
1770,52224,2019-07-01,135.0,300.0,1,1,1.0,94,1,56,63,5216.0,116,152.68,343.33,1936,300.0,1,1,0
1771,52224,2019-08-01,135.0,650.0,1,1,1.0,95,3,85,90,5247.0,143,162.6,252.29,2308,600.0,2,1,0
1772,52224,2019-09-01,135.0,350.0,1,1,1.0,113,3,93,117,5277.0,212,242.63,554.17,2092,350.0,1,1,0
1773,52273,2019-07-01,240.0,256.99,0,0,0.0,17,0,77,95,5218.0,190,173.95,0.0,0,279.0,2,1,0
1774,52273,2019-08-01,240.0,248.83,0,0,0.0,16,0,70,86,5249.0,199,175.87,0.0,0,200.0,2,1,0
1775,52273,2019-09-01,240.0,203.33,0,0,0.0,5,0,61,73,5279.0,165,134.3,0.0,0,232.5,2,1,0
1776,52507,2019-07-01,121.0,133.8,1,1,1.0,177,14,157,195,5217.0,820,1092.68,0.1,139,200.0,1,1,0
1777,52507,2019-08-01,121.0,201.8,1,1,1.0,146,19,102,167,5248.0,353,754.2,0.08,134,0.0,0,1,0
1778,52507,2019-09-01,121.0,198.2,1,1,1.0,190,17,135,179,5278.0,579,1025.12,0.04,84,300.0,3,1,0
1779,52550,2019-07-01,121.0,0.0,1,1,0.0,36,0,8,0,5218.0,16,0.0,0.0,0,0.0,0,1,0
1780,52550,2019-08-01,121.0,10.0,1,1,0.0,27,0,21,2,5249.0,49,9.17,0.0,0,0.0,0,1,0
1781,52550,2019-09-01,121.0,1.8,1,1,0.0,36,1,16,0,5279.0,15,0.0,0.0,0,0.0,0,1,0
1782,53537,2019-07-01,135.0,301.79,1,1,1.0,150,29,212,206,5217.0,1229,1456.12,255.03,212,300.0,2,1,0
1783,53537,2019-08-01,135.0,350.0,1,1,1.0,126,17,176,196,5248.0,1035,917.12,1039.03,167,350.0,2,1,0
1784,53537,2019-09-01,135.0,362.4,1,1,1.0,164,35,220,234,5278.0,1199,1131.52,882.19,627,350.0,2,1,0
1785,53807,2019-07-01,135.0,0.0,1,1,1.0,97,10,108,121,5217.0,119,183.02,3515.27,3157,0.0,0,1,0
1786,53807,2019-08-01,135.0,664.4,1,1,1.0,153,38,110,108,5248.0,214,297.98,2403.19,2698,770.0,4,1,0
1787,53807,2019-09-01,135.0,363.6,1,1,1.0,82,22,116,161,5278.0,144,224.97,4434.03,4000,360.0,1,1,0
1788,53928,2019-07-01,564.0,500.0,1,1,1.0,174,32,217,199,5218.0,458,412.67,11599.26,3989,450.0,1,1,0
1789,53928,2019-08-01,564.0,2881.46,1,1,1.0,177,49,150,134,5249.0,307,431.88,8590.94,3163,3500.0,3,1,0
1790,53928,2019-09-01,564.0,881.48,1,1,1.0,147,17,141,132,5279.0,196,265.17,7662.8,2593,300.0,1,1,0
1794,54296,2019-07-01,560.0,303.5,1,1,1.0,89,3,121,82,5218.0,441,265.42,1076.55,599,600.0,2,1,0
1795,54296,2019-08-01,560.0,300.0,1,1,1.0,107,1,134,88,5249.0,564,319.9,1074.15,405,300.0,1,1,0
1796,54296,2019-09-01,560.0,343.52,1,1,1.0,96,0,116,80,5279.0,527,249.37,437.26,462,300.0,1,1,0
1797,54378,2019-07-01,306.0,0.0,1,1,0.0,17,0,1,0,5218.0,0,0.0,0.0,0,0.0,0,1,0
1798,54378,2019-08-01,306.0,3.6,1,1,0.0,31,2,4,0,5249.0,1,0.0,0.0,0,0.0,0,1,0
1799,54378,2019-09-01,306.0,0.0,1,1,0.0,58,0,13,0,5279.0,19,0.0,0.0,0,0.0,0,1,0
1800,54405,2019-07-01,135.0,312.49,0,0,0.0,95,0,29,140,5217.0,79,733.12,0.0,0,300.0,1,1,0
1801,54405,2019-08-01,135.0,692.0,0,0,0.0,107,0,29,135,5248.0,100,591.52,0.0,0,700.0,2,1,0
1802,54405,2019-09-01,135.0,350.0,0,0,0.0,74,0,35,126,5278.0,55,366.5,0.0,0,350.0,1,1,0
1803,54589,2019-07-01,135.0,302.0,1,1,1.0,81,8,72,50,5219.0,379,231.12,280.67,1909,350.0,1,1,0
1804,54589,2019-08-01,135.0,657.0,1,1,1.0,114,9,67,78,5250.0,288,373.72,525.27,2055,650.0,2,1,0
1805,54589,2019-09-01,135.0,352.0,1,1,1.0,67,7,66,56,5280.0,296,195.22,1213.74,2183,350.0,1,1,0
1806,55126,2019-07-01,306.0,276.12,0,1,0.0,85,6,128,183,5221.0,429,651.63,0.0,0,217.0,3,1,0
1807,55126,2019-08-01,306.0,406.88,0,0,1.0,156,15,182,214,5252.0,524,623.33,0.04,63,631.0,4,1,0
1808,55126,2019-09-01,306.0,95.85,0,0,1.0,69,1,41,62,5282.0,110,146.3,0.02,19,0.0,0,1,0
1809,55208,2019-07-01,300.0,64.9,0,0,0.0,55,1,23,12,5218.0,81,31.62,0.0,0,0.0,0,1,0
1810,55208,2019-08-01,300.0,75.6,0,0,0.0,56,0,11,13,5249.0,30,60.1,0.0,0,100.0,1,1,0
1811,55208,2019-09-01,300.0,52.2,0,0,0.0,64,1,16,19,5279.0,40,19.25,0.0,0,100.0,1,1,0
1812,55265,2019-07-01,300.0,240.9,0,1,0.0,77,4,39,29,5218.0,186,90.23,1875.79,1707,200.0,2,1,0
1813,55265,2019-08-01,300.0,350.1,0,1,0.0,56,2,29,42,5249.0,102,95.58,1947.11,1601,400.0,2,1,0
1814,55265,2019-09-01,300.0,375.3,0,1,0.0,56,19,27,26,5279.0,166,140.0,1911.16,1719,300.0,2,1,0
1815,55490,2019-07-01,300.0,141.55,0,1,0.0,118,2,133,37,5219.0,294,53.58,0.0,0,0.0,0,1,0
1816,55490,2019-08-01,300.0,133.8,0,1,0.0,78,3,91,53,5250.0,91,62.72,0.0,0,100.0,1,1,0
1817,55490,2019-09-01,300.0,166.0,0,1,0.0,103,2,146,54,5280.0,207,82.3,0.0,1,300.0,3,1,0
1818,56124,2019-07-01,135.0,304.0,1,1,1.0,174,13,157,137,5221.0,769,546.97,3129.59,6226,310.0,1,1,0
1819,56124,2019-08-01,135.0,657.0,1,1,1.0,196,13,129,162,5252.0,638,780.4,4821.58,8102,700.0,3,1,0
1820,56124,2019-09-01,135.0,366.0,1,1,1.0,188,43,107,204,5282.0,623,1320.9,4748.38,7684,350.0,1,1,0
1821,56135,2019-07-01,265.0,27.86,0,0,1.0,14,0,101,6,5221.0,101,2.35,0.06,140,0.0,0,1,0
1822,56135,2019-08-01,265.0,66.06,0,0,1.0,24,5,119,11,5252.0,103,3.18,0.13,185,200.0,1,1,0
1823,56135,2019-09-01,265.0,58.56,0,0,1.0,23,13,160,11,5282.0,96,3.0,0.11,174,0.0,0,1,0
1824,56370,2019-07-01,240.0,487.33,0,0,0.0,15,0,56,74,5220.0,300,453.27,0.0,0,600.0,2,1,0
1825,56370,2019-08-01,240.0,362.86,0,0,0.0,2,0,40,66,5251.0,234,336.47,0.0,0,200.0,1,1,0
1826,56370,2019-09-01,240.0,404.05,0,0,0.0,8,0,48,52,5281.0,284,356.6,0.0,0,500.0,2,1,0
1827,56659,2019-07-01,265.0,0.0,1,1,0.0,60,1,41,0,5221.0,192,0.0,0.0,0,0.0,0,1,0
1828,56659,2019-08-01,265.0,2.07,1,1,0.0,40,0,26,1,5252.0,158,1.03,0.0,0,0.0,0,1,0
1829,56659,2019-09-01,265.0,8.0,1,1,0.0,30,1,37,4,5282.0,183,0.45,0.0,0,0.0,0,1,0
1830,56933,2019-07-01,548.0,305.5,1,1,1.0,134,14,113,159,5218.0,120,173.43,6059.29,1130,300.0,1,1,0
1831,56933,2019-08-01,548.0,1347.13,1,1,1.0,161,0,137,194,5249.0,182,219.65,14614.29,2979,1400.0,4,1,0
1832,56933,2019-09-01,548.0,303.6,1,1,1.0,115,6,233,322,5279.0,303,420.12,18352.63,1659,250.0,1,1,0
1836,57608,2019-07-01,300.0,9.9,0,0,0.0,168,0,20,6,5220.0,22,3.82,0.0,0,100.0,1,1,0
1837,57608,2019-08-01,300.0,5.4,0,0,0.0,392,0,12,3,5251.0,9,0.9,0.0,0,0.0,0,1,0
1838,57608,2019-09-01,300.0,19.8,0,0,0.0,256,3,20,6,5281.0,37,4.4,0.0,0,0.0,0,1,0
1839,58278,2019-07-01,257.0,637.26,1,1,1.0,294,4,286,123,5386.0,289,126.5,931.75,2077,1400.0,1,1,0
1840,58278,2019-08-01,257.0,1405.44,1,1,1.0,288,23,294,289,5417.0,341,332.27,502.4,1234,1500.0,1,1,0
1841,58278,2019-09-01,257.0,294.0,1,1,1.0,262,1,241,43,5447.0,280,56.4,708.4,1280,1400.0,1,1,0
1842,58521,2019-07-01,135.0,386.99,0,0,1.0,152,22,109,132,5219.0,366,380.18,1245.35,2491,500.0,2,1,0
1843,58521,2019-08-01,135.0,416.0,0,0,1.0,178,13,108,143,5250.0,529,505.1,417.15,1638,300.0,1,1,0
1844,58521,2019-09-01,135.0,354.5,0,0,1.0,106,14,112,108,5280.0,466,552.0,218.07,1212,350.0,1,1,0
1845,58546,2019-07-01,304.0,50.56,0,0,0.0,63,0,17,25,5220.0,65,28.55,0.0,0,50.0,1,1,0
1846,58546,2019-08-01,304.0,0.0,0,0,0.0,0,0,0,0,5251.0,0,0.0,0.0,0,0.0,0,1,0
1847,58546,2019-09-01,304.0,0.0,0,0,0.0,0,0,0,0,5281.0,0,0.0,0.0,0,0.0,0,1,0
1848,59498,2019-07-01,588.0,293.8,1,1,1.0,90,6,53,30,5221.0,160,113.13,18159.77,4573,300.0,1,1,0
1849,59498,2019-08-01,588.0,252.0,1,1,1.0,159,2,72,41,5252.0,133,109.17,32137.4,5532,300.0,1,1,0
1850,59498,2019-09-01,588.0,252.0,1,1,1.0,95,2,76,68,5282.0,135,95.47,25590.28,5284,300.0,1,1,0
1851,59702,2019-07-01,265.0,10.2,0,0,0.0,44,8,79,1,5221.0,149,0.07,0.0,0,0.0,0,1,0
1852,59702,2019-08-01,265.0,13.4,0,0,0.0,45,10,66,0,5252.0,123,0.0,0.0,0,0.0,0,1,0
1853,59702,2019-09-01,265.0,0.0,0,1,0.0,12,0,2,0,5282.0,21,0.0,0.0,0,50.0,1,1,0
1854,60540,2019-07-01,240.0,143.75,1,1,0.0,78,0,28,28,5220.0,71,27.87,0.0,0,200.0,2,1,0
1855,60540,2019-08-01,240.0,195.5,1,1,0.0,99,0,22,27,5251.0,56,33.25,0.0,0,200.0,1,1,0
1856,60540,2019-09-01,240.0,252.69,1,1,0.0,107,5,28,34,5281.0,72,82.95,0.0,0,200.0,2,1,0
1857,60861,2019-07-01,135.0,319.99,1,1,1.0,262,4,214,436,5220.0,535,1635.1,2544.32,2005,300.0,1,1,0
1858,60861,2019-08-01,135.0,416.9,1,1,1.0,272,9,163,474,5251.0,410,1884.13,3786.17,1755,560.0,6,1,0
1859,60861,2019-09-01,135.0,352.0,1,1,1.0,256,9,170,448,5281.0,468,1678.67,4994.54,1470,0.0,0,1,0
1860,61099,2019-07-01,265.0,0.0,0,0,0.0,209,0,26,0,5221.0,89,0.0,0.0,0,0.0,0,1,0
1861,61099,2019-08-01,265.0,53.37,0,0,0.0,209,0,24,14,5252.0,93,13.63,0.0,0,100.0,1,1,0
1862,61099,2019-09-01,265.0,0.0,0,0,0.0,154,0,28,0,5282.0,60,0.0,0.0,0,0.0,0,1,0
1863,61581,2019-07-01,548.0,713.5,0,0,1.0,232,6,116,100,5218.0,194,646.0,109.26,967,700.0,5,1,0
1864,61581,2019-08-01,548.0,654.2,0,0,1.0,161,9,154,169,5249.0,256,1276.98,0.27,328,700.0,5,1,0
1865,61581,2019-09-01,548.0,547.8,0,0,1.0,90,2,95,119,5279.0,164,543.05,0.24,324,500.0,3,1,0
1866,62466,2019-07-01,266.0,1.11,0,0,0.0,3,0,6,1,5221.0,5,0.28,0.0,0,0.0,0,1,0
1867,62466,2019-08-01,266.0,0.26,0,0,0.0,0,0,5,1,5252.0,4,0.07,0.0,0,0.0,0,1,0
1868,62466,2019-09-01,266.0,2.54,0,0,0.0,0,0,9,2,5282.0,7,0.65,0.0,0,0.0,0,1,0
1872,63367,2019-07-01,135.0,0.0,1,1,0.0,42,0,33,0,5220.0,48,0.0,0.0,0,0.0,0,1,0
1873,63367,2019-08-01,135.0,12.6,1,1,0.0,34,0,14,3,5251.0,37,4.33,0.0,0,13.0,1,1,0
1874,63367,2019-09-01,135.0,114.8,1,1,0.0,47,0,44,28,5281.0,87,24.05,0.0,0,109.51,2,1,0
1875,63523,2019-07-01,300.0,240.0,0,1,0.0,489,0,71,402,5220.0,93,685.0,0.0,0,200.0,2,1,0
1876,63523,2019-08-01,300.0,204.0,0,1,0.0,488,0,40,356,5251.0,105,782.03,0.0,0,200.0,2,1,0
1877,63523,2019-09-01,300.0,194.4,0,1,0.0,517,0,29,385,5281.0,47,723.03,0.0,0,200.0,2,1,0
1878,63557,2019-07-01,265.0,0.0,1,1,0.0,0,0,0,0,5221.0,0,0.0,0.0,0,0.0,0,1,0
1879,63557,2019-08-01,265.0,0.0,1,1,0.0,0,0,0,0,5252.0,0,0.0,0.0,0,0.0,0,1,0
1881,64369,2019-07-01,548.0,300.0,1,1,1.0,58,2,122,42,5220.0,155,78.73,7631.72,2379,300.0,1,1,0
1882,64369,2019-08-01,548.0,300.0,1,1,1.0,67,2,136,61,5251.0,141,117.65,9874.22,1998,300.0,1,1,0
1883,64369,2019-09-01,548.0,300.0,1,1,1.0,52,0,138,27,5281.0,214,24.88,7034.51,1560,300.0,1,1,0
1884,65593,2019-07-01,265.0,18.0,1,1,0.0,12,0,10,7,5221.0,23,1.8,0.0,0,0.0,0,1,0
1885,65593,2019-08-01,265.0,34.65,1,1,0.0,7,0,3,8,5252.0,5,9.08,0.0,0,100.0,1,1,0
1886,65593,2019-09-01,265.0,58.02,1,1,0.0,1,0,6,11,5282.0,4,17.97,0.0,0,0.0,0,1,0
1893,69340,2019-07-01,256.0,289.02,0,1,0.0,13,0,60,24,5386.0,424,65.82,0.0,0,1660.0,2,1,0
1894,69340,2019-08-01,256.0,389.98,0,1,0.0,12,0,69,22,5417.0,346,78.92,0.0,0,410.0,1,1,0
1895,69340,2019-09-01,256.0,78.0,0,1,0.0,14,0,68,6,5447.0,292,10.8,0.0,0,400.0,1,1,0
1896,73140,2019-07-01,257.0,850.81,1,1,1.0,261,8,157,119,5370.0,248,175.85,606.79,2669,1224.65,1,1,0
1897,73140,2019-08-01,257.0,1575.44,1,1,1.0,263,5,128,213,5401.0,196,304.67,511.9,2515,1550.0,1,1,0
1898,73140,2019-09-01,257.0,296.4,1,1,1.0,206,0,106,32,5431.0,141,18.82,373.59,2295,1541.0,1,1,0
1899,74237,2019-07-01,257.0,447.16,0,0,0.0,0,0,0,0,5386.0,0,0.0,0.0,0,1547.5,2,1,0
1900,74237,2019-08-01,257.0,862.38,0,0,0.0,0,0,0,0,5417.0,0,0.0,0.0,0,0.0,0,1,0
1902,74253,2019-07-01,246.0,13.6,0,0,0.0,0,0,8,1,5386.0,23,0.23,0.0,0,0.0,0,1,0
1903,74253,2019-08-01,246.0,0.0,0,0,0.0,0,0,5,0,5417.0,12,0.0,0.0,0,0.0,0,1,0
1904,74253,2019-09-01,246.0,0.0,0,0,0.0,0,0,4,0,5447.0,2,0.0,0.0,0,0.0,0,1,0
1905,75402,2019-07-01,257.0,477.16,0,0,0.0,103,0,148,39,5236.0,239,64.0,0.0,0,5670.15,1,1,0
1906,75402,2019-08-01,257.0,1093.59,0,0,0.0,141,1,148,118,5267.0,268,180.62,0.0,0,5594.77,1,1,0
1907,75402,2019-09-01,257.0,277.0,0,0,0.0,104,0,153,5,5297.0,337,6.62,0.0,0,6343.96,1,1,0
1908,93535,2019-07-01,256.0,490.6,0,1,0.0,14,0,32,12,5386.0,195,84.72,0.0,0,741.88,2,1,0
1909,93535,2019-08-01,256.0,855.05,0,1,0.0,17,0,20,18,5417.0,122,198.37,0.0,0,700.0,2,1,0
1910,93535,2019-09-01,256.0,106.02,0,1,0.0,9,0,24,5,5447.0,116,15.13,0.0,0,1000.0,1,1,0
1911,99015,2019-07-01,256.0,2020.3,0,0,0.0,12,0,109,127,5386.0,161,224.75,0.0,0,2673.7,1,1,0
1912,99015,2019-08-01,256.0,4390.6,0,0,0.0,16,0,80,290,5417.0,223,537.48,0.0,0,3034.9,1,1,0
1913,99015,2019-09-01,256.0,0.0,0,0,0.0,36,0,149,240,5432.0,223,426.28,0.0,0,6890.6,2,1,0
1914,100861,2019-07-01,257.0,864.46,1,1,1.0,137,11,161,70,5386.0,422,184.8,4724.85,2326,1000.0,1,1,0
1915,100861,2019-08-01,257.0,1325.94,1,1,1.0,146,17,161,138,5417.0,462,285.38,4333.7,1958,1000.0,1,1,0
1916,100861,2019-09-01,257.0,262.8,1,1,1.0,126,4,136,21,5447.0,461,77.18,8292.82,1752,0.0,0,1,0
1917,101219,2019-07-01,198.0,1182.24,1,1,0.0,144,0,270,125,5386.0,412,135.15,0.0,0,2893.1,1,1,0
1918,101219,2019-08-01,198.0,1974.31,1,1,0.0,110,0,163,191,5417.0,224,232.43,0.0,0,1985.66,1,1,0
1919,101219,2019-09-01,198.0,5399.52,1,1,0.0,62,0,41,23,5447.0,95,76.57,0.0,0,1974.31,1,1,0
1920,107913,2019-07-01,256.0,287.82,0,1,0.0,38,2,327,71,5160.0,337,63.57,0.0,0,2683.93,1,1,0
1921,107913,2019-08-01,256.0,950.63,0,1,0.0,39,13,299,244,5191.0,296,413.07,0.0,0,3154.28,1,1,0
1922,107913,2019-09-01,256.0,204.8,0,1,0.0,32,3,292,69,5221.0,283,72.37,0.0,0,2988.21,1,1,0
1923,109110,2019-07-01,213.0,1697.85,1,1,1.0,293,57,110,82,5339.0,354,342.77,1812.3,2826,6314.38,1,1,0
1924,109110,2019-08-01,213.0,8424.24,1,1,1.0,219,55,60,97,5370.0,102,277.93,1478.86,1414,6314.38,1,1,0
1925,109110,2019-09-01,213.0,425.76,1,1,1.0,203,28,87,40,5400.0,227,132.4,1149.11,2429,15008.61,1,1,0
1926,114046,2019-07-01,257.0,1661.63,0,0,0.0,584,48,233,110,5313.0,444,110.6,69.22,4325,0.0,0,1,0
1927,114046,2019-08-01,257.0,5409.04,0,0,0.0,582,104,181,251,5344.0,317,371.75,104.72,2777,1500.0,1,1,0
1928,114046,2019-09-01,257.0,1598.14,0,0,0.0,672,18,266,48,5374.0,492,72.68,114.25,3689,5000.0,1,1,0
1929,114542,2019-07-01,257.0,544.16,0,0,0.0,157,0,161,97,5081.0,260,174.57,0.0,0,6987.4,1,1,0
1930,114542,2019-08-01,257.0,1052.14,0,0,0.0,149,0,98,152,5112.0,157,319.98,0.0,0,7195.48,1,1,0
1931,114542,2019-09-01,257.0,210.0,0,0,0.0,116,0,161,24,5142.0,303,79.38,0.0,0,6965.48,1,1,0
1932,119470,2019-07-01,213.0,839.19,0,1,0.0,78,1,99,36,5386.0,187,52.67,0.0,0,1815.0,1,1,0
1933,119470,2019-08-01,213.0,1820.46,0,1,0.0,42,12,105,93,5417.0,176,238.57,0.0,0,1825.0,1,1,0
1934,119470,2019-09-01,213.0,360.0,0,1,0.0,17,0,72,7,5447.0,142,5.62,0.0,0,1820.0,1,1,0
1935,122146,2019-07-01,269.0,9243.48,1,1,1.0,438,29,359,286,5222.0,320,241.92,2622.14,4333,10800.0,1,1,0
1936,122146,2019-08-01,269.0,8437.97,1,1,1.0,553,62,418,767,5253.0,440,671.72,1683.48,3983,11008.0,1,1,0
1937,122146,2019-09-01,269.0,5841.38,1,1,1.0,362,32,367,165,5283.0,409,140.5,1972.55,4121,8500.0,1,1,0
1938,125477,2019-07-01,257.0,1840.56,1,1,0.0,206,18,333,195,5386.0,1029,316.82,0.0,0,2882.2,1,1,0
1939,125477,2019-08-01,257.0,3444.04,1,1,0.0,206,35,364,207,5417.0,1242,635.23,0.0,0,5000.0,1,1,0
1940,125477,2019-09-01,257.0,338.7,1,1,0.0,122,4,335,21,5447.0,1053,42.57,0.0,0,3300.0,1,1,0
1941,126308,2019-07-01,257.0,526.96,1,1,0.0,6,0,0,0,5330.0,0,0.0,0.0,0,0.0,0,1,0
1942,126308,2019-08-01,257.0,1166.84,1,1,0.0,0,0,0,0,5361.0,0,0.0,0.0,0,5000.0,1,1,0
1943,126308,2019-09-01,257.0,232.2,1,1,0.0,0,0,0,0,5391.0,0,0.0,0.0,0,0.0,0,1,0
1944,132695,2019-07-01,198.0,3269.17,1,1,1.0,89,0,644,264,5386.0,976,517.58,0.07,126,7579.3,1,1,0
1945,132695,2019-08-01,198.0,8286.01,1,1,1.0,56,0,621,693,5417.0,1061,1500.97,0.09,142,6630.19,1,1,0
1946,132695,2019-09-01,198.0,1391.01,1,1,1.0,58,0,469,115,5447.0,832,238.08,0.11,227,8286.01,1,1,0
1947,133437,2019-07-01,198.0,598.64,1,1,0.0,26,5,63,38,5386.0,64,21.82,0.0,0,1320.0,1,1,0
1948,133437,2019-08-01,198.0,1334.86,1,1,0.0,24,9,46,56,5417.0,60,58.35,0.0,0,1350.0,1,1,0
1949,133437,2019-09-01,198.0,262.02,1,1,0.0,12,0,63,11,5447.0,98,12.72,0.0,0,1340.0,1,1,0
1950,133679,2019-07-01,213.0,909.05,0,0,1.0,380,24,443,189,5386.0,735,328.95,1835.87,2099,2100.0,3,1,0
1951,133679,2019-08-01,213.0,2420.16,0,0,1.0,273,26,380,422,5417.0,660,1059.8,2136.9,1552,2200.0,3,1,0
1952,133679,2019-09-01,213.0,461.58,0,0,1.0,375,18,384,64,5447.0,535,210.68,2818.99,1235,3600.0,4,1,0
1953,152719,2019-07-01,213.0,2568.02,1,1,0.0,58,5,88,78,5386.0,62,63.35,0.0,0,3000.0,1,1,0
1954,152719,2019-08-01,213.0,2069.07,1,1,0.0,207,14,296,222,5417.0,208,195.08,0.0,0,2500.0,1,1,0
1955,152719,2019-09-01,213.0,10602.5,1,1,0.0,97,2,183,9,5447.0,142,26.68,0.0,0,3500.0,1,1,0
1956,159901,2019-07-01,253.0,18.06,0,0,0.0,0,0,0,0,5386.0,0,0.0,0.0,0,5510.02,1,1,0
1957,159901,2019-08-01,253.0,39.99,0,0,0.0,0,0,0,0,5417.0,0,0.0,0.0,0,3896.59,1,1,0
1958,159901,2019-09-01,253.0,7.98,0,0,0.0,0,0,0,0,5447.0,0,0.0,0.0,0,4073.15,1,1,0
1959,160227,2019-07-01,253.0,486.76,1,1,0.0,102,2,337,147,5386.0,558,126.27,551.34,2291,5510.02,1,1,0
1960,160227,2019-08-01,253.0,2145.42,1,1,0.0,56,16,393,393,5417.0,563,363.9,587.1,1756,3896.59,1,1,0
1961,160227,2019-09-01,253.0,1243.16,1,1,0.0,55,6,278,45,5447.0,388,34.77,354.73,2990,4073.15,1,1,0
1962,167176,2019-07-01,213.0,812.84,0,0,0.0,187,5,409,342,5386.0,1041,417.97,0.0,0,1800.0,1,1,0
1963,167176,2019-08-01,213.0,1802.66,0,0,0.0,147,8,309,873,5417.0,665,900.3,0.0,0,1820.34,3,1,0
1964,167176,2019-09-01,213.0,360.0,0,0,0.0,115,0,236,145,5447.0,493,149.3,0.0,0,1801.24,4,1,0
1965,175052,2019-07-01,286.0,18.27,0,0,0.0,2,0,7,2,5386.0,3,1.77,0.0,0,1679.59,1,1,0
1966,175052,2019-08-01,286.0,50.34,0,0,0.0,0,0,7,16,5417.0,4,9.37,0.0,0,864.34,1,1,0
1967,175052,2019-09-01,286.0,7.98,0,0,0.0,0,0,4,0,5447.0,4,0.0,0.0,0,1819.27,1,1,0
1968,178340,2019-07-01,286.0,251.72,0,0,0.0,0,0,0,1414,5386.0,0,1568.98,0.0,0,1679.59,1,1,0
1969,178340,2019-08-01,286.0,604.74,0,0,0.0,0,0,0,3431,5417.0,0,3775.42,0.0,0,864.34,1,1,0
1970,178340,2019-09-01,286.0,98.43,0,0,0.0,0,0,0,537,5447.0,0,595.95,0.0,0,1819.27,1,1,0
1971,182371,2019-07-01,196.0,195.97,0,0,0.0,99,3,36,13,5386.0,86,7.78,0.0,0,200.0,1,1,0
1972,182371,2019-08-01,196.0,0.0,0,0,0.0,82,0,21,0,5417.0,37,0.0,0.0,0,0.0,0,1,0
1973,182371,2019-09-01,196.0,0.0,0,0,0.0,15,0,15,0,5447.0,42,0.0,0.0,0,0.0,0,1,0
1974,189651,2019-07-01,196.0,155.62,0,0,0.0,133,5,26,19,5386.0,52,17.65,0.0,0,359.0,1,1,0
1975,189651,2019-08-01,196.0,201.61,0,0,0.0,86,3,13,19,5417.0,17,40.15,0.0,4,0.0,0,1,0
1976,189651,2019-09-01,196.0,102.41,0,0,0.0,86,4,12,12,5447.0,10,12.93,0.0,0,0.0,0,1,0
1977,189658,2019-07-01,198.0,1181.14,0,0,0.0,100,0,248,206,5386.0,339,257.53,0.0,0,2243.9,1,1,0
